Author_id,Name
2868,Michael Levey
2869,Joanna Richardson
2870,Miriam Gurko
2871,Monica Ferris
2872,Sheila L. Skemp
2873,Katie Hickman
2874,Maria Perry
2875,Brian Dolan
2876,Bertram Fields
2877,Frances Hill
2878,Jane Newdick
2879,Andrew Morton
2880,Iyanla Vanzant
2881,Ellen Michaud
2882,Russell Wild
2883,Ekaterina Gordeeva
2884,E. M. Swift
2885,The Staff Of Research &amp; Education Association
2886,Camilla T. Crespi
2887,Peter McWilliams
2888,Harold H. Bloomfield
2889,Melba Colgro
2890,Michael Broder
2891,Janet Luhrs
2892,Barbara De Angelis
2893,Blu Greenberg
2894,Mary Ann Mitchell
2895,Patrick Wood
2896,Jari Tervo
2897,Primo Levi
2898,Stuart Woolf
2899,Paul Bailey
2900,Jacques Prévert
2901,Nick Bantock
2902,Mary Maruca
2903,Hanif Kureishi
2904,Thomas Block
2905,Nelson Demille
2906,Suzette Haden Elgin
2907,M. J. Ryan
2908,Miguel Ruiz
2909,Cornwell Patricia
2910,J. M. Coetzee
2911,Alex Garland
2912,Joy Fielding
2913,Nathaniel Philbrick
2914,Bernhard Robben
2915,Jude Watson
2916,George Weinberg
2917,Bstan-Dzin-Rgya-Mtsho
2918,Donald S. Lopez
2919,E. Donnall Thomas Jr.
2920,Shena Mackay
2921,J.M. O'Neill
2922,Terry Carr
2923,Penina Keen Spinka
2924,Mary Renault
2925,Christian Bobin
2926,Jean-Dominique Bauby
2927,Daniel Pennac
2928,Amin Maalouf
2929,T. A. Barron
2930,Isak Dinesen
2931,Janet Ahlberg
2932,Allan Ahlberg
2933,Joseph Finder
2934,Daniel McNeill
2935,Master Lam Kam-Chuen
2936,George Eliot
2937,Erica Spindler
2938,Phoebe Gloeckner
2939,Stephen Dobyns
2940,Anne Bishop
2941,Kazuo Ishiguro
2942,Lalita Tademy
2943,R. Forster
2944,Aimee Liu
2945,Cathy Maxwell
2946,Harvey Karp
2947,Barbara Bretton
2948,Mike Ashley
2949,Victor Gischler
2950,Loren Estleman
2951,Ben Rehder
2952,Ellen F. Fitzpatrick
2953,Carl Jensen
2954,Project Censored
2955,Tom Tomorrow
2956,Mitchell Stephens
2957,Pete Hamill
2958,Dan Rather
2959,Matt Drudge
2960,Crosland Brown
2961,Phillip M. Margolin
2962,Marcia Muller
2963,Kasey Michaels
2964,Bruce Robinson
2965,Craig Spector
2966,James Cameron
2967,Robert Fulghum
2968,Susan H Okeefe
2969,Joe Orton
2970,Uta Hagen
2971,Haskel Frankel
2972,Stella Rodway
2973,Francois Mauriac
2974,Josephine Carr
2975,Alistair MacLean
2976,Peter Benchley
2977,J. D. Robb
2978,Bob Uecker
2979,James Blish
2980,Diana Wynne Jones
2981,John (Fire) Lame Deer
2982,Jim Butcher
2983,Lowell Bair
2984,Ian Fleming
2985,Curt Gentry
2986,Anne Mccaffrey
2987,E. L. Swann
2988,Mark Shepherd
2989,Gentry Lee
2990,John Vornholt
2991,Zelazny
2992,Robert Daley
2993,Catherine Jones
2994,Running Press
2995,Jared M. Diamond
2996,Ian Frazier
2997,Edain McCoy
2998,John Dufresne
2999,Fayrene Preston
3000,Rand Miller
3001,David Wingrove
3002,Pamela Norris
3003,Jelloun
3004,Caela Farren
3005,William E. Blundell
3006,Andrew Delbanco
3007,Marguerite Duras
3008,Par Lagerkvist
3009,Alexandra Dick
3010,Alice Kaplan
3011,Jo Ann Beard
3012,Dorothea Brande
3013,Alexandre Dumas PÃ..re
3014,Maxine Trottier
3015,Mark Bricklin
3016,Derek Wilson
3017,Iris Gadd
3018,Roger Gadd
3019,Dana Fuller Ross
3020,Kirsten Boie
3021,Gillian Butler
3022,Tony Hope
3023,Marjorie L. Lloyd
3024,David Fontana
3025,Mary Norton
3026,Beth Krush
3027,Joe Krush
3028,Yahiya Emerick
3029,Michael Gannon
3030,Brindley Louise
3031,Robin Dalton
3032,Kate DiCamillo
3033,Felix Salten
3034,R. J. Pineiro
3035,Colin Forbes
3036,Patricia Shaw
3037,Anna Maria Ortese
3038,Sigrid Vagt
3039,Andreas Brandhorst
3040,Italo Calvino
3041,Oswalt Von Nostitz
3042,Paul C. Doherty
3043,Frauke Biehl
3044,Sevim Kabak
3045,Amélie Nothomb
3046,Wolfgang Kriege
3047,Alastair MacNeill
3048,Alastair McNeill
3049,Alistair MacLea
3050,Alison Lurie
3051,Otto Bayer
3052,Glenn Meade
3053,Wolfgang Thon
3054,Allan Folsom
3055,Dorit Zinn
3056,Petra Durst-Benning
3057,Eva Maaser
3058,Jaime Bayly
3059,Lindy Arriaga Diaz
3060,Laurens Van Der Post
3061,Barbara Mertz
3062,Clara Pierre
3063,Gabriele Weber-Jaric
3064,Frederik Berger
3065,Ruth Berger
3066,Peter Berling
3067,R. Conrad Stein
3068,Susan R. Matthews
3069,Kathy Tyers
3070,Jerry Pournelle
3071,John F. Carr
3072,Roland Green
3073,James P. Hogan
3074,Don Wismer
3075,C. J. Cherryh
3076,Eric Flint
3077,David Drake
3078,Phillip Margolin
3079,Leonard Goldberg
3080,Willie Morris
3081,Piers Dudgeon
3082,Marion Crawford
3083,Josephine Cox
3084,Faith Addis
3085,F. Scott Fitzgerald
3086,Sara Backer
3087,Newt Scamander
3088,Charles Vess (illustrator)
3089,Garth Nix
3090,Betty Lumsden Milne
3091,Philip Plisson
3092,Jan Siegel
3093,Washington Irving
3094,Cathy Guisewite
3095,Charles M. Schulz
3096,Susan Cooper
3097,Alan Cober
3098,Deanne Stillman
3099,Laura Levine
3100,Graham C. Barrett
3101,Rudyard Kipling
3102,Don Daily
3103,Jim Razzi
3104,Chris Schnabel
3105,Louisa M. Atcott
3106,Gavin Rowe
3107,Gina Ingoglia
3108,Francese Mateu
3109,Carlos Collodi
3110,Greg Hildebrandt
3111,P. L. Whitney
3112,Carolyn Mackler
3113,Robin Jones Gunn
3114,Debbie Macomber
3115,Steve Friedman
3116,Jane Hissey
3117,Masterson Elementary Students
3118,First Grade Students
3119,Margaret Landon
3120,Julianna Baggott
3121,Alex Boese
3122,Webb Garrison
3123,Megan McCafferty
3124,Jill A. Davis
3125,Charles Purdy
3126,Greg Johnson
3127,Jonathan Snow
3128,Sylvia Thompson
3129,Brooke Scudder
3130,Aileen Paterson
3131,Molly Rice
3132,David Ignatius
3133,Allison Pearson
3134,Jonathan Tropper
3135,Jenny Colgan
3136,Cathy Hopkins
3137,Melissa Miller
3138,Katherine B. Chauncey
3139,George Foreman
3140,Betty Crocker Editors
3141,Grange Books Ed
3142,Robert Bly
3143,Robert Strandquist
3144,Victoria Moran
3145,SARK
3146,Debrena Jackson Gandy
3147,Sally Warner
3148,Daniel Jones
3149,Kate Freiman
3150,Eric Carle
3151,Marty Becker
3152,Caro
3153,Malachy McCourt
3154,Stan Redding
3155,Frank W. Abagnale
3156,Glenna McReynolds
3157,Maeve. Binchy
3158,Elizabeth Lowell
3159,Ben Cohen
3160,Jerry Greenfield
3161,Nancy Stevens
3162,Delinsky
3163,Teresa Medeiros
3164,Daphne Rose Kingma
3165,Johanna Spyri
3166,Shari Lewis
3167,Frances Mayes
3168,Robert Crais
3169,Susan Ludington-Hoe
3170,Susan K. Golant
3171,John D. MacDonald
3172,Landrum B. Shettles
3173,David M. Rorvik
3174,Shelley Austin Kastner
3175,Frances H. Burnett
3176,Robin Wells
3177,Lynn Erickson
3178,John E. Sarno
3179,Trudi Pacter
3180,Quinn T. Evans
3181,Janelle Taylor
3182,Robert Tallant
3183,Juan Kattan-Ibarra
3184,Shirley Hazzard
3185,Felicity Trotman
3186,Falcon Travis
3187,Chip Lovitt
3188,Harriet Grey
3189,Bud Gardner
3190,Robert A. Wilson
3191,Stanley Marcus
3192,Owen Parry
3193,Michael Perry
3194,Chelsea Quinn Yarbro
3195,Freeman Patterson
3196,Malcolm Gladwell
3197,Jiddu Krishnamurti
3198,William Dalrymple
3199,Paul Hoffman
3200,Duncan J. Watts
3201,Sarina Singh
3202,Michelle Coxall
3203,Royina Grewal
3204,Inez McAlister Faber
3205,Dottie McDowell
3206,Josh McDowell
3207,David N. Weiss
3208,Sally Beauman
3209,Paul Solotaroff
3210,Peter Singer
3211,W. Y. Evans-Wentz
3212,Lama Anagarika Govinda
3213,Sir John
3214,Frank Godwin
3215,Henrik Ibsen
3216,James McFarlane
3217,Jens
3218,Margo Culley
3219,D. C. R. A. Goonetilleke
3220,E.M. Forster
3221,John F. McGrady
3222,Pat Conroy
3223,Norah Lofts
3224,Suzanne Strempek Shea
3225,Robb Forman Dew
3226,Eric Nylund
3227,Michael D. Warden
3228,Thomas J. Stanley
3229,William D. Danko
3230,Rosellen Brown
3231,R. K. Narayan
3232,George Mackay Brown
3233,Spike Milligan
3234,Thomas Paine
3235,Henry Collins
3236,John N. Davie
3237,David Skilton
3238,A. Alvarez
3239,A. J. Hill
3240,Sharon Sala
3241,Peggy Moreland
3242,Paula Detmer Riggs
3243,Guideposts Magazine
3244,Marie Watts
3245,Joy Darien
3246,Bill Richardson
3247,Jill Conner Browne
3248,Katherine O'Neal
3249,Sherwood Anderson
3250,Amy Paulsen
3251,(None)
3252,Julia Alvarez
3253,Christopher Reich
3254,Mary Cantwell
3255,Stefan Fatsis
3256,Michael Kinsley
3257,Hentoff
3258,Debbie Dadey
3259,Marcia T. Jones
3260,Dr. Charles F. Stanley
3261,Rick Carson
3262,Eth Clifford
3263,Caroline B. Cooney
3264,Niccolo Ammaniti
3265,Jonathan Hunt
3266,Walter Dean Myers
3267,Chris Fabry
3268,Susan Richards Shreve
3269,James Marshall
3270,Edith Nesbit
3271,Robert L. Veninga
3272,Janis Arnold
3273,Cindy Bonner
3274,Hannah Crafts
3275,Henry Louis Gates Jr.
3276,Jim Grimsley
3277,Robert Siegel
3278,Onion Staff
3279,Richard Scarry
3280,Mickey Spillane
3281,John Knowles
3282,David Halberstam
3283,Will Ferguson
3284,Ian Ferguson
3285,Carol Off
3286,George Gibian
3287,Louise Maude
3288,Aylmer Maud
3289,Anthony Lane
3290,John Kennedy Toole
3291,Walker Percy
3292,Richard Blow
3293,Lisa Beamer
3294,Ken Abraham
3295,David Suzuki
3296,John Connelly
3297,J.M. Morris
3298,Sara Lewis
3299,Donada Peters
3300,Renee
3301,Mickey Zucker Reichert
3302,Lee Hogan
3303,Judith Miller
3304,Stephen Engelberg
3305,William Broad
3306,T. R. Pearson
3307,Bill Schultheis
3308,Christa Worthington
3309,Richard Bachman
3310,Wilbur Witt
3311,Iain Lawrence
3312,Peter Wright
3313,Mary Stewart
3314,Gore Vidal
3315,Molly Cochran
3316,Warren Murphy
3317,Jim Collins
3318,Robert Pirsig
3319,Troon McAllister
3320,China Mieville
3321,Chang-rae Lee
3322,Tom Bradby
3323,Jimmy Breslin
3324,Adam Haslett
3325,Victoria Price
3326,Lloyd Alexander
3327,Annelie Ortmanns
3328,D. E. Rogers
3329,Douglas Robinson
3330,Millenia Black
3331,Laurie Fox
3332,Wendy Northcutt
3333,Martin Mull
3334,Allen Rucker
3335,Rubin Carter
3336,Peter Carey
3337,Cinammon Burke
3338,Phoebe Conn
3339,Rosalind Laker
3340,Mary McMullen
3341,Anne L. Squire-Buresh
3342,Merrill Miller
3343,Nancy Thayer
3344,Hunter S. Thompson
3345,Karen Scalf Linamen
3346,Camille Cauti
3347,Luther Blissett
3348,Helga Schneider
3349,Shaun Whiteside
3350,Richard Craze
3351,Javier Cercas
3352,Elisabeth Beyer
3353,Aleksandar Grujicic
3354,Charlotte A. Alexander
3355,Delta Burke
3356,Alexis Lipsitz
3357,Michael Johnston
3358,Christopher Pike
3359,Robert Simpson
3360,Michael A. Martin
3361,Andy Mangels
3362,Heather Jarman
3363,David R. George III
3364,Gabrielle De Cuir
3365,Ray Garton
3366,Judith Reeves-Stevens
3367,Garfield Ree
3368,Judith Reeves-Steven
3369,Garfield Reev
3370,Francis Scott Fitzgerald
3371,Jacques Tournier
3372,Kate McMullan
3373,Jan Burke
3374,Ed Laing
3375,Michael A. Kahn
3376,Christine Green
3377,Lewis Nordan
3378,William Diehl
3379,Julia Fenton
3380,Vicki A. Brady
3381,Linda Dobson
3382,Bob Barnes
3383,Marvin Allen
3384,Douglas Hobbie
3385,Gower
3386,Antony Sher
3387,Monika Elwenspoek
3388,Juan Ramon Jimenez
3389,Jack Welch
3390,John A. Byrne
3391,Conari Press
3392,Dawna Markova
3393,Andre Dubus III
3394,Ria Fehlau
3395,New Line Productions
3396,Tom Shales
3397,James Andrew Miller
3398,Charlotte Hughes
3399,Robert Goldsborough
3400,Jennifer Blake
3401,ANNA PAVORD
3402,Robin Mckinley
3403,S.D. Perry
3404,Adam McCauley
3405,John Straley
3406,Jeff Rovin
3407,Julia Bell
3408,Paul Magrs
3409,Andrew Motion
3410,E. A. Ellis
3411,NICK HORNBY
3412,Robert Munsch
3413,Sheila McGraw
3414,Robin Quivers
3415,Norman Maclean
3416,S. E. Hinton
3417,John Gunther
3418,Richard Preston
3419,Lenny Flank
3420,Joy Adamson
3421,George Page
3422,Naguib Mahfouz
3423,Tagreid Abu-Hassabo
3424,Wei Hui
3425,Catherine Landis
3426,Amanda Eyre Ward
3427,Rachel Carson
3428,Linda Lear
3429,Tony Hawks
3430,Lindsay Clarke
3431,Karin McQuillan
3432,Amy Thomson
3433,Laura Joh Rowland
3434,Marjorie B. Kellogg
3435,Marjorie Bradley Kellogg
3436,Jody Lee
3437,Kage Baker
3438,David Clement-Davies
3439,Rachel Pollack
3440,Emily Jenkins
3441,Mirika Mayo Cornelius
3442,Victor H. Krulak
3443,Charles Tomlinson
3444,Mary Ann Lamanna
3445,Agnes Riedmann
3446,Michael Drosnin
3447,John Searles
3448,Carol Grace
3449,Tom Stone
3450,Sheri Reynolds
3451,Bonnie Bluh
3452,Gloria Murphy
3453,Pat Shipman
3454,Donald Serrell Thomas
3455,Benedict Freedman
3456,Nancy Freedman
3457,Elizabeth Berg
3458,Roxana Robinson
3459,Willard Scott
3460,Bill Crider
3461,Laurie Graham
3462,Anne D. LeClaire
3463,Parnell Hall
3464,Catherine Anderson
3465,Nikki Rivers
3466,Kathleen O'Reilly
3467,Judy Christenberry
3468,Muriel Jensen
3469,Tina Leonard
3470,Emma Craig
3471,Nancy Pearl
3472,Tim Winton
3473,Jim Fergus
3474,Randall Robinson
3475,Jim Marrs
3476,Edwin A. Abbott
3477,William Sydney Porter
3478,Shane Weller
3479,Michael Henry Heim
3480,Wayne Weible
3481,T.C. Boyle
3482,Camilo Jose Cela
3483,Anthony Kerrigan
3484,Jeremy Harwood
3485,Simon Fielding
3486,Gillian Emerson-Robe
3487,Jim Underwood
3488,Pearl Cleage
3489,Marlo Morgan
3490,Gary Meier
3491,Gloria Meier
3492,Ernest Hillen
3493,Deirdre Madden
3494,Roger Hargreaves
3495,Stella Braam
3496,Hartmut Bieg
3497,Barbara Pierce
3498,Dinah Mccall
3499,Bertrice Small
3500,Kathy Love
3501,Lisa Plumley
3502,Cait London
3503,Lauren Baratz-Logsted
3504,Annie Gottlieb
3505,Slobodan D. Pesic
3506,Vicki Lewis Thompson
3507,Tony Johnston
3508,Rene Barjavel
3509,Ken Munro
3510,Liz Smith Parkhurst
3511,Rod Lorenz
3512,Thomas King
3513,Hansjörg Schneider
3514,Botho Strauß
3515,Erika Burkart
3516,Freya Von Moltke
3517,Reinhard Delau
3518,Hans-Ludwig Böhme
3519,Christina Viragh
3520,Jacques Wirz
3521,Michael Bayer
3522,Norber
3523,Linda Brower Meeks
3524,Philip Heit
3525,Randy M. Page
3526,Paul Lukas
3527,Fritjof Capra
3528,Suanne Kelman
3529,John Seabrook
3530,Lionel Tiger
3531,Hal Niedzviecki
3532,Ernest Becker
3533,Stig Bjorkman
3534,Tim Burton
3535,Steve Moss
3536,Tim Lott
3537,James M. Cain
3538,Dashiell Hammett
3539,Benjamin Anastas
3540,Jose Saramago
3541,Giovanni Pontiero
3542,Jacob Grimm
3543,Wilhelm Grimm
3544,Jack Zipes
3545,Arthur Nersesian
3546,Walter Kirn
3547,Roxanne Henke
3548,Wendy Corsi Staub
3549,Joshua Piven
3550,Hugh Ross Williamson
3551,Cindy Ribarich
3552,Suzanne Delzio
3553,Bill Lessard
3554,Steve Baldwin
3555,Harold Schechter
3556,Lesley Adkins
3557,Roy Adkins
3558,Ian Gibson
3559,Jan Bondeson
3560,Richard M. Stallman
3561,Lawrence Lessig
3562,Joshua Gay
3563,Lau
3564,Vaughn Bullard
3565,Kevin T. Smith
3566,Michael C. Daconta
3567,Mary Gentle
3568,Philip Hazel
3569,Richard Bird
3570,Tim O'Brien
3571,Stephen Williams
3572,Noel Perrin
3573,Marjory Wunsch
3574,Natalie Angier
3575,Tim Folger
3576,Anthony Everitt
3577,Chris Kreski
3578,Michael J. Nelson
3579,Stephen Kendrick
3580,Dave Mckean
3581,Randall Kennedy
3582,Rochelle Morton
3583,Jeff Kelly
3584,Thomas Lynch
3585,Larry L. King
3586,Ben Macintyre
3587,David M. Friedman
3588,Cheryl Rilly
3589,David Hagberg
3590,Eugenia Price
3591,Edward McNall Burns
3592,Standish Meacham
3593,Robert E. Ler
3594,Steven Alter
3595,Xavier Patier
3596,Jacques Serguine
3597,Helge Schneider
3598,Don Roberts
3599,Michael Mojher
3600,Anita Desai
3601,Gladys Taylor
3602,Jeff Burgess
3603,W. P. Kinsella
3604,Tor Seidler
3605,Vivian Vande Velde
3606,Gail Bowen
3607,Franz Kafka
3608,Sir Richard Francis Burton
3609,George R.R. Martin
3610,Kathe Koja
3611,Doug Lansky
3612,Caroline Rivolier
3613,S. White
3614,Judith Krantz
3615,Richard P. Henrick
3616,Johanna Kingsley
3617,Laurie Notaro
3618,Taylor Caldwell
3619,Julia Cameron
3620,Mark Griffin
3621,Theron Walker
3622,Elizabeth Powers
3623,Amy Mandelker
3624,Louise Perrotta
3625,Gina Fontana
3626,Ferdinand G. Mahfood
3627,Sue Ellen Cooper
3628,Andrea Reekstin
3629,Richard Rohr
3630,Joseph Martos
3631,Jamaica Kincaid
3632,Paul Fleischman
3633,Kathryn Jacobi
3634,Margot Livesey
3635,Cathi Hanauer
3636,Margaret Moorman
3637,Monica Ali
3638,Karen Joy Fowler
3639,Micah Sparks
3640,Lolly Winston
3641,Susan Minot
3642,Charlotte Vale Allen
3643,Cathy Kelly
3644,Eduardo Galeano
3645,Janice Law
3646,Judith Hawkes
3647,James Jennings
3648,Jean Baudrillard
3649,Julia Witwer
3650,Alvin Schwartz
3651,Stephen Gammell
3652,Melvin Burgess
3653,Neale Donald Walsch
3654,Janet Peery
3655,Robert Alexander
3656,Antwone Q. Fisher
3657,Mim E. Rivas
3658,Fred Chappell
3659,Frances Park
3660,Caroline Gordon
3661,Timothy Zahn
3662,O'Cork
3663,Larry Kirk
3664,Gerald Scarfe
3665,Steve Bell
3666,Mark Bryant
3667,Toni Goffe
3668,Henrietta Stickland
3669,Milan Rai
3670,Mandy Wagstaff
3671,Jean Liedloff
3672,Will Self
3673,John Lanchester
3674,Morihei Ueshiba
3675,John Stevens
3676,Steven Pressfield
3677,B.B. Hiller
3678,Lorrie Moore
3679,Ken  Follett
3680,Bruce H. Wilkinson
3681,Marele Day
3682,Robin Klein
3683,David Finn
3684,Cafi Cohen
3685,Dorothy Moore
3686,Raymond Moore
3687,Lucy Jo Palladino
3688,Daniel Silva
3689,Robert Adams
3690,Ken Kelly
3691,Harry Turtledove
3692,Robert Harris
3693,Walter Tevis
3694,Walter Wangerin Jr.
3695,Nevil Shute
3696,Conrad Black
3697,Brian Aldiss
3698,Jennifer Niven
3699,Stephen Hawking
3700,Brian MacArthur
3701,Richard A. Knaak
3702,Joseph Stanislaw
3703,Herman Wouk
3704,Daniel Hood
3705,Gunter Böhmer
3706,Britta Herz
3707,Thomas Finn
3708,Karl-Heinz Witzko
3709,Peter F. Hamilton
3710,Irene M. Pascoe
3711,Amy Goldman Koss
3712,Stephanie Barron
3713,William W. Hewitt
3714,Mircea Eliade
3715,John Wyndham
3716,William Boyd
3717,John M. Cohen
3718,Mark J. Cohen
3719,D. G. A. Whitten
3720,W.G.
3721, W.G. Moore Moore
3722,Friedrich Nietzsche
3723,R. J. Hollingdale
3724,A.R.R.R. Roberts
3725,H Leighton Steward
3726,Michael J.H. Taylor
3727,David Mondey
3728,Monique Roffey
3729,Peter Bleksley
3730,S.Anderson Black
3731,Parragon
3732,Better Homes &amp; Gardens
3733,Joan Lewis
3734,Lynette Chil
3735,Brian Cole
3736,D. Griffith
3737,Tom Holland
3738,Bea Reiter
3739,Albert Bichler
3740,Horst Herzig
3741,Tina Herzig
3742,Jill Remains
3743,Natalie Zemon Davis
3744,Nora Ephron
3745,Illiad
3746,Bob Herbstman
3747,"Illiad"""" Frazer J.D."""""
3748,Nancy Friday
3749,Amanda Quick
3750,Gloria Steinem
3751,Lisa Carey
3752,Joanne Rock
3753,Andy Rathbone
3754,William J. Bennett
3755,Richard Parrish
3756,Trevanian
3757,Alan Bullock
3758,Mewa Ramgobin
3759,Lou Dubose
3760,Legs McNeil
3761,Gillian McCain
3762,Stephen Baker
3763,Jackie Geyer
3764,Lynne Withey
3765,Flavius Josephus
3766,Betty Radice
3767,Julian Barnes
3768,Kurt Wagenseil
3769,Thucydides
3770,Steven Lattimore
3771,Joe Klein
3772,Joan Didion
3773,Todd Gitlin
3774,Steven Fraser
3775,Neil Postman
3776,Pat Robertson
3777,Firoozeh Dumas
3778,Rosamunde Pilcher
3779,Cathleen Schine
3780,Francine Prose
3781,William Dietrich
3782,Ruby Jean Jensen
3783,John Derbyshire
3784,Thich Nhat Hanh
3785,Peter Levitt
3786,Jerry Spinelli
3787,Jeffrey Hudson
3788,Barbara Seranella
3789,Alice Blanchard
3790,Tracey West
3791,Margaret George
3792,Louis Begley
3793,Elizabeth Von Arnim
3794,Marilyn Wallace
3795,Cameron Tuttle
3796,Susannah Bettag
3797,T. Jefferson Parker
3798,Robert Morgan
3799,Paul Kemprecos
3800,Janet Groene
3801,Gordon Groene
3802,Eric Garcia
3803,Stuart Pawson
3804,Robert J. Ringer
3805,Gary Braver
3806,Stephen C. George
3807,Kenneth Winston Caine
3808,Men's Heal
3809,Steve Ettlinger
3810,James S Thayer
3811,Kristiana Gregory
3812,Abraham Verghese
3813,Robin Jarvis
3814,Colin Dann
3815,Ursula Moray Williams
3816,Sarah Mlynowski
3817,Michael Bergin
3818,Karen Templeton
3819,Linda Lenhoff
3820,Claire Cook
3821,Lauren Weisberger
3822,John Gray
3823,Silvana Klein
3824,Dirk Van Gunsteren
3825,Susan Sontag
3826,Reinhard Kaiser
3827,Peter K. Wehrli
3828,Fritz Krenn
3829,Tom Shachtman
3830,Waris Dirie
3831,Cathleen Miller
3832,Antoine Bello
3833,Claudia Kalscheuer
3834,Werner Burckhardt
3835,Verena Koch
3836,Heike Geißler
3837,Klaas Huizing
3838,Ingrid Noll
3839,Jürgen Abel
3840,Daniela Huzly
3841,Gregor Gysi
3842,Celia Fremlin
3843,Marcus Geiss And Henning Stegelmann
3844,Risa Mickenberg
3845,Joanne Dugan
3846,Brian
3847,Paul Zindel
3848,Alice Miller
3849,Philip Zaleski
3850,Paul Kaufman
3851,Dennis Covington
3852,Guido Eckert
3853,Siri Hustvedt
3854,Georges Montforez
3855,Antoine De Saint-Exupéry
3856,Higgins Clark
3857,Christopher Wallace
3858,Kunstmuseum Basel
3859,Rolf Fjelde
3860,Jerri Corgiat
3861,John Dalton
3862,Richard Matheson
3863,Marjorie Hudson
3864,M. Nelson Chunder
3865,Karanjit Siyan
3866,Chris Hare
3867,Wendell Odom
3868,Frommer
3869,Mike Lupica
3870,Ilya Ilf
3871,Eugene Petrov
3872,Evgenii Petrov
3873,Edward Bunker
3874,Yaakov Shabtai
3875,Ricarda Junge
3876,Bo Hampton
3877,Mark Kneece
3878,Andrew H. Vachss
3879,Catherine Millet
3880,Adriana Hunter
3881,Albert Schwarzenbach
3882,Anne Fadiman
3883,Christopher Frayling
3884,Edgar Allan Poe
3885,Groff Conklin
3886,Irv Docktor
3887,Calvin Tomkins
3888,Betty Edwards
3889,Bernard P. Chamberlain
3890,Lola Lemire Tostevin
3891,Nigel Tranter
3892,Gordon R. Dickson
3893,Joy Wilt Berry
3894,Laurence Shames
3895,Michele Dunaway
3896,Merline Lovelace
3897,Heather Macallister
3898,Debra Dixon
3899,Debra Carroll
3900,Mary Kirk
3901,Joey Light
3902,Kylie Brant
3903,Laura Gordon
3904,Emma Goldrick
3905,Goldrick
3906,Tracy Hughes
3907,Laurel Collins
3908,Diana Hall
3909,Kara Lennox
3910,Rita Herron
3911,Steve Martini
3912,Nina Beaumont
3913,Lisa Bingham
3914,Eve Gladstone
3915,Barbara Boswell
3916,Coughlin
3917,Kathleen Eagle
3918,Andrea Edwards
3919,Mindy Neff
3920,Rita Clay Estrada
3921,Brashear
3922,Dawson
3923,Joyce Carol Oates
3924,Darin Strauss
3925,Richard Bernstein
3926,Thomas Hine
3927,Jessica Hagedorn
3928,Philip K. Dike
3929,Gwen Lee
3930,Doris Elaine Sauter
3931,Tim Po
3932,Bernard E. Rollin
3933,Helen Stauffer Winter
3934,Maeve Brennan
3935,Mary D. Robertson
3936,Cherrie Moraga
3937,Andrea Carlisle
3938,Mary Narkiewicz
3939,Madonna Kolbenschlag
3940,Mimi Luebbermann
3941,Arlene S. Skolnick
3942,Jerome H. Skolnick
3943,Bella Abzug
3944,Susan Brownmiller
3945,Anne Wilson Schaef
3946,Charles M. Tatum
3947,Nicole Blackman
3948,Robin Bernstien
3949,Seth Clark Silberman
3950,Ruth Baetz
3951,Amanda Davis
3952,Jyl Lynn Felman
3953,Cynthia Kadohata
3954,Michael E. Gerber
3955,John Eldredge
3956,Padriac Colum
3957,Eileen Campbell
3958,Thomas R. P. Mielke
3959,Luciano De Crescenzo
3960,Linde Birk
3961,Morton Rhue
3962,A. A. Attanasio
3963,Patricia Hedges
3964,Patricia H. Hedges
3965,John Andrew Storey
3966,William Barrett
3967,Amber K
3968,Mary Daheim
3969,Holly-Jane Rahlens
3970,Michael Dibdin
3971,Anthony Burgess
3972,Fyodor Dostoevsky
3973,Constance Garnett
3974,Joseph Frank
3975,James Ryan
3976,Chico Buarque
3977,Alison Entrekin
3978,Gregory Rabassa
3979,Elizabeth Fishel
3980,Janette Turner Hospital
3981,Miguel Hernandez
3982,Jody Shields
3983,Alex Capus
3984,Stephen M. Wylen
3985,Bernhard W. Anderson
3986,Katheryn Pfisterer Darr
3987,Shmuley Boteach
3988,Herman Melville
3989,Tom Quirk
3990,James Preston Girard
3991,Michael Horowitz
3992,Vicki Marshall
3993,Sydne Heather Schinkel
3994,Thomas Charles Schinkel
3995,Melanie Rawn
3996,Jennifer Roberson
3997,Kate Elliott
3998,Orhan Pamuk
3999,Erdag Goknar
4000,Goldberry Long
4001,Kathleen Norris
4002,Ashley Warlick
4003,Gordon S. Haight
4004,Dinah Birch
4005,Kitty Ray
4006,Geraldine Brooks
4007,P. C. Cast
4008,KARLA /LANSDOWNE/SAVE HOCKER
4009,Judith A. Lansdowne
4010,H
4011,Sarah Gallick
4012,Maggie Haberman
4013,Jeane MacIntosh
4014,P. B. Ryan
4015,Maddy Hunter
4016,Sherrilyn Kenyon
4017,Jill Churchill
4018,Jenna McKnight
4019,Katie MacAlister
4020,Evelyn Vaughn
4021,T.R. Reid
4022,Kinley MacGregor
4023,Julia Quinn
4024,Stephen A. Bly
4025,Warren Dunford
4026,Albert Murray
4027,Elizabeth McCracken
4028,Nadine Gordimer
4029,E. M. Forster
4030,John Hersey
4031,Kate Flint
4032,Charlotte Brontë
4033,Michael Mason
4034,Thomas L. Long
4035,Theresa Nelson
4036,William Taylor
4037,Krandall Kraus
4038,Barrett Tillman
4039,Joyce M. Roche
4040,Marie Rodriguez
4041,Phyllis Schneider
4042,Rita Ciresi
